Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD
24-Jul-2019,"1,139.730000",-8.320000,-0.724707%,"1,132.620000","1,128.510000","1,145.455000","1,359,956","1,547,430,008.622700"
25-Jul-2019,"1,135.940000",-3.790000,-0.332535%,"1,138.950000","1,123.710000","1,143.591000","2,738,139","3,167,057,609.029300"
26-Jul-2019,"1,245.220000",+109.280000,+9.620226%,"1,228.000000","1,228.000000","1,268.394000","6,060,795","7,579,338,234.542100"
29-Jul-2019,"1,241.840000",-3.380000,-0.271438%,"1,242.500000","1,230.200000","1,248.995000","2,069,127","2,564,906,103.395700"
30-Jul-2019,"1,228.000000",-13.840000,-1.114475%,"1,227.000000","1,225.320000","1,236.910000","1,430,775","1,759,546,301.699100"
31-Jul-2019,"1,218.200000",-9.800000,-0.798046%,"1,224.870000","1,208.180000","1,234.910000","1,997,999","2,446,031,662.536100"
01-Aug-2019,"1,211.780000",-6.420000,-0.527007%,"1,217.630000","1,207.000000","1,236.298000","1,771,271","2,159,466,095.414300"
02-Aug-2019,"1,196.320000",-15.460000,-1.275809%,"1,203.000000","1,190.000000","1,209.500000","1,745,450","2,090,333,455.435800"
05-Aug-2019,"1,154.750000",-41.570000,-3.474823%,"1,172.970000","1,142.750000","1,176.880000","2,391,972","2,768,841,254.582300"
06-Aug-2019,"1,171.080000",+16.330000,+1.414159%,"1,165.520000","1,161.525000","1,181.400000","1,800,707","2,109,225,531.575100"
07-Aug-2019,"1,175.910000",+4.830000,+0.412440%,"1,157.800000","1,150.840000","1,179.870000","1,534,347","1,796,057,543.340100"
08-Aug-2019,"1,206.190000",+30.280000,+2.575027%,"1,186.430000","1,174.000000","1,206.280000","1,505,848","1,801,843,218.433300"
09-Aug-2019,"1,188.900000",-17.290000,-1.433439%,"1,199.995000","1,184.890000","1,204.460000","1,020,945","1,217,398,757.361200"
12-Aug-2019,"1,174.500000",-14.400000,-1.211204%,"1,180.000000","1,168.720000","1,185.610000","1,103,243","1,297,828,862.437300"
13-Aug-2019,"1,196.730000",+22.230000,+1.892720%,"1,174.350000","1,172.995000","1,205.430000","1,430,240","1,710,831,933.491400"
14-Aug-2019,"1,164.250000",-32.480000,-2.714062%,"1,176.070000","1,161.070000","1,182.790000","1,771,501","2,069,513,161.605200"
15-Aug-2019,"1,169.320000",+5.070000,+0.435473%,"1,168.430000","1,163.000000","1,176.420000","1,430,715","1,673,265,119.094400"
16-Aug-2019,"1,179.210000",+9.890000,+0.845791%,"1,180.790000","1,173.000000","1,183.840000","1,265,187","1,492,153,079.473000"
19-Aug-2019,"1,200.440000",+21.230000,+1.800358%,"1,191.830000","1,190.400000","1,209.390000","1,222,854","1,469,093,441.263100"
20-Aug-2019,"1,183.530000",-16.910000,-1.408650%,"1,195.350000","1,183.045000","1,198.000000","1,010,566","1,200,822,357.927900"
21-Aug-2019,"1,191.580000",+8.050000,+0.680169%,"1,195.820000","1,187.920000","1,200.556800","708,272","845,726,544.721968"
22-Aug-2019,"1,191.520000",-0.060000,-0.005035%,"1,193.800000","1,178.910000","1,198.780000","867,915","1,032,676,317.035340"
23-Aug-2019,"1,153.580000",-37.940000,-3.184168%,"1,185.170000","1,150.000000","1,195.670000","1,813,141","2,108,301,253.134300"
26-Aug-2019,"1,171.180000",+17.600000,+1.525685%,"1,159.450000","1,154.845000","1,171.860000","1,058,926","1,232,902,795.656700"
27-Aug-2019,"1,170.820000",-0.360000,-0.030738%,"1,183.000000","1,164.557200","1,185.000000","1,173,489","1,375,546,614.851980"
28-Aug-2019,"1,173.750000",+2.930000,+0.250252%,"1,164.870000","1,160.250000","1,178.500000","840,829","985,750,680.555036"
29-Aug-2019,"1,194.240000",+20.490000,+1.745687%,"1,186.420000","1,185.280000","1,199.190000","982,098","1,172,692,857.190400"
30-Aug-2019,"1,190.530000",-3.710000,-0.310658%,"1,200.350000","1,185.720000","1,200.350000","903,375","1,075,771,819.889360"
03-Sep-2019,"1,169.550000",-20.980000,-1.762240%,"1,181.850000","1,163.715000","1,189.080000","1,296,116","1,521,445,204.604590"
04-Sep-2019,"1,182.270000",+12.720000,+1.087598%,"1,179.450000","1,171.530000","1,184.880000","1,065,666","1,256,150,172.301280"
05-Sep-2019,"1,212.190000",+29.920000,+2.530725%,"1,193.660000","1,192.690000","1,214.000000","1,320,656","1,595,115,562.439860"
06-Sep-2019,"1,206.320000",-5.870000,-0.484248%,"1,209.140000","1,203.260000","1,212.945000","948,580","1,145,416,451.824700"
09-Sep-2019,"1,205.270000",-1.050000,-0.087042%,"1,207.080000","1,193.170000","1,220.550000","1,592,958","1,921,750,449.808100"
10-Sep-2019,"1,205.700000",+0.430000,+0.035677%,"1,196.090000","1,196.010000","1,210.000000","1,396,077","1,679,469,383.628380"
11-Sep-2019,"1,220.000000",+14.300000,+1.186033%,"1,203.890000","1,202.275000","1,222.470000","1,176,066","1,431,724,497.582180"
12-Sep-2019,"1,234.970000",+14.970000,+1.227049%,"1,223.470000","1,222.560000","1,242.415000","1,582,230","1,955,512,142.584760"
13-Sep-2019,"1,240.030000",+5.060000,+0.409727%,"1,232.110000","1,227.080000","1,241.050000","1,183,762","1,463,344,452.075170"
16-Sep-2019,"1,231.630000",-8.400000,-0.677403%,"1,230.440000","1,225.190000","1,239.020000","1,410,880","1,737,804,055.047720"
17-Sep-2019,"1,229.880000",-1.750000,-0.142088%,"1,231.630000","1,223.350000","1,235.000000","1,047,201","1,285,741,892.051600"
18-Sep-2019,"1,232.650000",+2.770000,+0.225225%,"1,230.240000","1,216.470000","1,236.240000","892,788","1,096,958,075.402100"
19-Sep-2019,"1,238.750000",+6.100000,+0.494869%,"1,232.320000","1,232.310000","1,244.340000","847,002","1,049,600,111.879410"
20-Sep-2019,"1,229.840000",-8.910000,-0.719273%,"1,233.640000","1,223.580000","1,242.800000","1,937,743","2,388,418,908.786400"
23-Sep-2019,"1,234.690000",+4.850000,+0.394360%,"1,226.570000","1,223.782500","1,239.680000","1,197,069","1,477,532,253.358400"
24-Sep-2019,"1,218.330000",-16.360000,-1.325029%,"1,240.000000","1,210.643800","1,247.110000","1,835,712","2,251,744,950.876210"
25-Sep-2019,"1,245.940000",+27.610000,+2.266217%,"1,216.010000","1,209.200000","1,248.020000","1,355,162","1,674,511,398.872990"
26-Sep-2019,"1,242.290000",-3.650000,-0.292952%,"1,242.140000","1,231.820000","1,244.670000","1,171,577","1,451,884,818.454150"
27-Sep-2019,"1,225.950000",-16.340000,-1.315313%,"1,242.830000","1,215.200000","1,244.990000","1,722,481","2,112,495,474.452260"
30-Sep-2019,"1,221.140000",-4.810000,-0.392349%,"1,220.600000","1,213.420000","1,227.405000","1,294,609","1,580,303,088.698320"
01-Oct-2019,"1,206.000000",-15.140000,-1.239825%,"1,222.490000","1,205.550000","1,232.858300","1,282,735","1,555,896,069.477310"
02-Oct-2019,"1,177.920000",-28.080000,-2.328358%,"1,196.500000","1,172.630000","1,198.760000","1,674,774","1,976,019,125.411300"
03-Oct-2019,"1,189.430000",+11.510000,+0.977146%,"1,183.340000","1,163.140000","1,191.000000","1,469,413","1,737,342,739.409120"
04-Oct-2019,"1,210.960000",+21.530000,+1.810111%,"1,194.290000","1,190.970000","1,212.460000","1,228,686","1,481,071,496.839800"
07-Oct-2019,"1,208.250000",-2.710000,-0.223789%,"1,207.000000","1,204.360000","1,218.910000","879,020","1,064,851,810.704800"
08-Oct-2019,"1,190.130000",-18.120000,-1.499690%,"1,198.770000","1,189.480000","1,206.868800","1,032,426","1,233,855,334.426900"
09-Oct-2019,"1,202.400000",+12.270000,+1.030980%,"1,201.330000","1,198.115000","1,208.460000","813,216","978,246,278.529134"
10-Oct-2019,"1,209.470000",+7.070000,+0.587991%,"1,198.600000","1,197.860000","1,215.620000","668,244","807,421,701.612168"
11-Oct-2019,"1,215.710000",+6.240000,+0.515928%,"1,224.030000","1,213.638400","1,228.750000","1,126,452","1,376,454,152.591350"
14-Oct-2019,"1,217.770000",+2.060000,+0.169448%,"1,213.890000","1,211.880000","1,225.880000","683,926","834,216,373.929304"
